checkpoint,condition_number_eps1e12,cumulative_explained_spectral_mass,effective_rank,frobenius_norm,linear_index,method,module,nuclear_norm,numerical_rank_1e2,numerical_rank_1e3,numerical_rank_1e4,seed,singular_values,spectral_norm,stable_rank,top1_spectral_mass,top5_spectral_mass,variant
300,3287.4467091590973,"[0.08148638891794294, 0.13109933780927963, 0.17602315785882272, 0.21767191137352573, 0.25397271355483797, 0.2898558340370653, 0.32399735808299107, 0.35612081302675214, 0.38756060057586017, 0.41766025342917834, 0.4468503297961764, 0.475431605207701, 0.5027685614709545, 0.5291299784291084, 0.5544702495541527, 0.5790268393001194, 0.6021234323383642, 0.6248033242240142, 0.6461274297544671, 0.6665479110457521, 0.6865944866075924, 0.7061767826516, 0.7254079026982323, 0.743722494287301, 0.7608010876630333, 0.7765406098925792, 0.7921087685538883, 0.8071755694531207, 0.8214980537747528, 0.8348840527188973, 0.8473116545424509, 0.8595697368740914, 0.870706356079333, 0.8817999947916317, 0.8920461537002103, 0.9019032397909186, 0.9111453004039008, 0.9198099710675922, 0.9278433808407655, 0.9352981519820225, 0.9419134610743455, 0.948326005666758, 0.9539516993593744, 0.959260879241415, 0.963993042689142, 0.9684632026816478, 0.9723438098346584, 0.9760129540408187, 0.9792578539294005, 0.9823840744189284, 0.9851926421264098, 0.9876573977267162, 0.9900204586883261, 0.9920090991272031, 0.9937387979780894, 0.9951196898822446, 0.9962484849911729, 0.9971879702244169, 0.9980193084240891, 0.9987128524658013, 0.9992508895262829, 0.9997390705471874, 0.9999752128639249, 0.9999999999999994]",41.81183814316097,4.045007775558754,1,ERM,encoder.2,23.348431849817942,59,63,64,10,"[1.9025793983383505, 1.1583845560578752, 1.0489007508602415, 0.9724330830679085, 0.8475668058240918, 0.8378145931380911, 0.7971510474352186, 0.750032298535102, 0.734069736963104, 0.7027796933488779, 0.6815425087458352, 0.66732796112686, 0.6382750602940275, 0.6154977473120904, 0.5916555934190081, 0.5733578621476436, 0.5392692285164363, 0.5295399100533379, 0.49788442473610683, 0.4767862157700477, 0.46805610332785486, 0.45721590464647094, 0.44901649580446196, 0.4276169935746188, 0.39875837352403876, 0.36749316212524796, 0.36349209153072876, 0.3517861739905034, 0.3344075491037126, 0.3125420840890939, 0.290165014233915, 0.2862069999297648, 0.2600225945509556, 0.25901906744060915, 0.2392317429993538, 0.230147502826689, 0.21578762237410304, 0.2023064724923149, 0.18756752061059723, 0.17405721594762955, 0.1544570935075855, 0.14972286039986235, 0.13135112579000707, 0.12396102465425052, 0.1104885957614537, 0.10437122594280372, 0.09060609164798573, 0.08566876344468685, 0.075763323908033, 0.07299234604724689, 0.06557565171372921, 0.05754817816021358, 0.05517376781911469, 0.046431635760912054, 0.04038575574062686, 0.032241660516135015, 0.026355595673220447, 0.021935506942305717, 0.019410443299198946, 0.016193165792765384, 0.012562321639330912, 0.011398261296961924, 0.00551355278920335, 0.0005787407573901069]",1.9025793983383505,4.520153070416479,0.08148638891794294,0.25397271355483797,ERM_CANONICAL
300,1.0,[1.0],1.0,1.657049896633323,2,ERM,head,1.657049896633323,1,1,1,10,[1.657049896633323],1.657049896633323,1.0,1.0,1.0,ERM_CANONICAL
400,22.081346271059928,"[0.05367493980249818, 0.09754748141556699, 0.13686165418588905, 0.17246612283709611, 0.20634755481341338, 0.23658553405138677, 0.2655261353997246, 0.2928031422847333, 0.31868934450000247, 0.3443426742243417, 0.36895380823628926, 0.39249975160637574, 0.4154610269083244, 0.4380720259320139, 0.4590047809130101, 0.4792282947081873, 0.4992491583310756, 0.5184094988678272, 0.5370865176205656, 0.5553760434682956, 0.5733487334351403, 0.5907503482581307, 0.6072749399396513, 0.6234841922832084, 0.6392192414290772, 0.6549121604165147, 0.6701948377555011, 0.6850834769588121, 0.699532940705144, 0.7137608792659422, 0.7274410175310048, 0.7407137264468445, 0.7536972410191313, 0.7662749607037703, 0.778608106991254, 0.7904427122385047, 0.8021988370823517, 0.8138108183287277, 0.8248462982764763, 0.8356755274181802, 0.8461837884852658, 0.8565512749921165, 0.8667968333483956, 0.8765992242137466, 0.8858501835052928, 0.8948740247161187, 0.9034626304825542, 0.9117730394705207, 0.9198173473823723, 0.9274946370397309, 0.934807004477263, 0.9417302071163958, 0.948523145296519, 0.9547991292326666, 0.9609942060529273, 0.9670688863866524, 0.9727943959698259, 0.9781015139859005, 0.9830184698350712, 0.9872128969512121, 0.9912080019798578, 0.9947212402063303, 0.9975692179659879, 1.0000000000000002]",52.70566547969553,3.54067142385766,0,ERM,encoder.0,23.676026963350452,64,64,64,10,"[1.2708093220201593, 1.0387274781817317, 0.9308034145519635, 0.842972359801744, 0.8021776970282122, 0.7159152117554888, 0.6851984578588226, 0.6458111504889625, 0.6128824216274544, 0.6073689262531763, 0.5826938724655006, 0.5574743901076904, 0.5436317731618495, 0.5353386225531627, 0.4956044713472758, 0.47881245790830407, 0.47401450696506603, 0.4536407391751076, 0.4421975995848364, 0.4330233071177523, 0.42552189225895237, 0.4120011017549597, 0.39123667821003816, 0.38377069554180854, 0.37254344784723337, 0.3715459730802449, 0.3618330807500274, 0.3525038232251865, 0.3421058932641105, 0.33686105699835056, 0.3238913224259824, 0.31424501416812367, 0.3073980410925134, 0.29779043039097736, 0.2919999040454094, 0.280196432934515, 0.2783383287874355, 0.2749255810871163, 0.26127632079640756, 0.2563931211512829, 0.24879387236224493, 0.2454608900783693, 0.2425741158978469, 0.2320816704333498, 0.21902596162350582, 0.21364870782050646, 0.20334406170371497, 0.1967574672755659, 0.19045725102249222, 0.18176771693307445, 0.17312780861693566, 0.1639139323568475, 0.16082978751297153, 0.14859036489378447, 0.14667480583651926, 0.1438242953750108, 0.13555731927013506, 0.12565146924626608, 0.1164139792625687, 0.09930736949755958, 0.09458821437963323, 0.08317952297863619, 0.06742879822867373, 0.05755126097930437]",1.2708093220201593,7.762658268878229,0.05367493980249818,0.20634755481341338,ERM_CANONICAL
400,3807.8553336772584,"[0.11261319061231313, 0.16959328200755838, 0.2172693965407103, 0.26208776932481703, 0.30042254840275384, 0.33721852342288, 0.37287225995540785, 0.4059905841437588, 0.43736716350341376, 0.46778320912687926, 0.497651612679871, 0.5264999067231757, 0.5544251457622221, 0.5802876701199036, 0.6057644805131117, 0.6299936160244354, 0.6529830093983527, 0.6752673915079876, 0.6953890066637511, 0.7153209493752287, 0.7345481021357904, 0.753518057274601, 0.7717494806265203, 0.7882487749783924, 0.8035724135490053, 0.8178151278736411, 0.8315330238189954, 0.8449456035345048, 0.8578247821653325, 0.8697921366945391, 0.88090088289126, 0.891764843788333, 0.9018261310322291, 0.9115223091068579, 0.9202855190589831, 0.9289340145650723, 0.93660867725506, 0.9437658484892311, 0.9500563506515673, 0.9556198482790415, 0.960938099779592, 0.9656232960631679, 0.9701530700669231, 0.9743325766858735, 0.9781647427183959, 0.9812703477246629, 0.9843036788051147, 0.9867979973221497, 0.9891777786474416, 0.9911448805435125, 0.9928249367838569, 0.9941685332929217, 0.9952878483120596, 0.9962469826038243, 0.9971003200658689, 0.9978361200413618, 0.998379499712154, 0.9988783864936305, 0.9992189209522405, 0.9995141533284656, 0.9997446152182495, 0.9999262108240016, 0.9999704260848312, 0.9999999999999998]",36.957192453117784,3.590845295018006,1,ERM,encoder.2,18.690145468189527,52,62,64,10,"[2.104756914181088, 1.064966196967868, 0.8910735159826746, 0.8376619069825011, 0.716482597457547, 0.6877221257700261, 0.666373522277449, 0.6189862967429397, 0.5864328325261438, 0.5684803172696599, 0.5582448073080049, 0.5391788121784706, 0.521926779873743, 0.4833743424196619, 0.47616529231454335, 0.4528460672751164, 0.4296751063839485, 0.41649834329779695, 0.3760759143161475, 0.3725309087411353, 0.3593582820339986, 0.35455122106940085, 0.340747954539519, 0.3083742115589676, 0.2864010339867159, 0.26619840258930844, 0.25638947073616003, 0.250683065986558, 0.24071372212096934, 0.2236715970202676, 0.2076240823859102, 0.203049009527016, 0.18804692218565677, 0.1812229787002831, 0.16378566877350623, 0.1616416390897897, 0.14344056209515646, 0.13376857150739851, 0.1175704004820269, 0.10398257996941897, 0.09939889418170587, 0.08756700008705388, 0.0846621350682086, 0.0781155866934448, 0.07162374060609877, 0.058044209333868675, 0.05669339914682536, 0.0466191759273829, 0.044478459152186525, 0.03676542058831634, 0.03140049552677703, 0.02511201420497264, 0.0209201605324181, 0.01792635943660911, 0.015949001299068965, 0.0137522085774519, 0.010155845091562548, 0.009324266517952482, 0.006364638568353005, 0.005517936058566068, 0.004307366244935055, 0.00339404828788909, 0.0008263896568198775, 0.0005527407765642497]",2.104756914181088,2.910646744559008,0.11261319061231313,0.3004225484027538,ERM_CANONICAL
400,1.0,[1.0],1.0,1.7628408753061962,2,ERM,head,1.7628408753061962,1,1,1,10,[1.7628408753061962],1.7628408753061962,1.0,1.0,1.0,ERM_CANONICAL
500,23.03757744135828,"[0.05181219741201199, 0.09918935720298772, 0.14003502987561295, 0.1781002410688473, 0.21400545761845724, 0.24583948822585716, 0.27731471791974244, 0.30760002421917826, 0.3355358484524762, 0.3627681773371584, 0.3878631835619103, 0.412200593631011, 0.4353293718149112, 0.4577619195357087, 0.4785697740745723, 0.49912349039648274, 0.5187465500062542, 0.5379590174918757, 0.5563348867966549, 0.5744378679650965, 0.5919256942182233, 0.6090391989966437, 0.6256302248129222, 0.6419878377992367, 0.6575984087546998, 0.6728513459085752, 0.6875035129300496, 0.7019762940647257, 0.7161228339827305, 0.7296726764240306, 0.7429506693198249, 0.7560741961214679, 0.7687352843373959, 0.7808881118590612, 0.7929481007911485, 0.8047228677411333, 0.816057223409647, 0.8272196528407354, 0.8376147900435887, 0.8479200208576657, 0.8579447845635852, 0.8676511932694043, 0.8771091225543146, 0.8859388761832896, 0.8945058232895511, 0.9030002220662845, 0.9111377137149692, 0.9190273649089107, 0.9267211394757265, 0.9340764695765742, 0.9411627236355625, 0.9478733507754048, 0.9542996746460544, 0.9600207725480138, 0.9655505566462084, 0.9709254022918953, 0.9759046138476125, 0.9805487728409052, 0.9846935882142496, 0.9884026037207511, 0.9919599602945743, 0.9950961495198785, 0.9977509702335716, 0.9999999999999999]",51.378263749965015,3.3956963812247776,0,ERM,encoder.0,22.27565328857144,64,64,64,10,"[1.1541505456689976, 1.055357185301023, 0.9098640427938771, 0.8479274468967375, 0.799812155110188, 0.7091238285882121, 0.7011313038391374, 0.6746249828644214, 0.6222887349514173, 0.6066179164755303, 0.5590076579371152, 0.5421317086410751, 0.5152086438128352, 0.49969965540781813, 0.46350855338675273, 0.45784745857852893, 0.43711647232823936, 0.4279702645276546, 0.40933449350936313, 0.403255731997744, 0.3895527543854275, 0.38121449899640436, 0.3695759387851581, 0.36437651551177647, 0.3477356662405375, 0.3397691396720979, 0.326386592496604, 0.3223906546774228, 0.31512341844640923, 0.3018315923371716, 0.29577596611482876, 0.29233513295667424, 0.2820340113540312, 0.27071217234842365, 0.2686441321151885, 0.262290626131591, 0.2524801771211662, 0.24865040786507073, 0.23155847221789186, 0.22955574867308107, 0.2233081606129194, 0.21621659500799587, 0.21068155357848936, 0.19668853046255239, 0.1908343434806124, 0.18921828204537827, 0.1812679426047453, 0.17574713456400456, 0.17138385473081783, 0.16384478314947493, 0.1578509385327562, 0.14948360351600484, 0.14315056246266097, 0.12744119329402098, 0.12317955333203749, 0.11972819808290963, 0.11091519026560648, 0.10345167555158953, 0.09232847020176017, 0.08262074346476127, 0.07924244166230857, 0.06986066383022901, 0.059137865761545824, 0.05009860731263372]",1.1541505456689976,8.65630960437517,0.05181219741201199,0.21400545761845724,ERM_CANONICAL
500,8411.558814161539,"[0.1471669954888355, 0.21130888208253767, 0.26014460717767046, 0.3066684812788103, 0.34609721581098163, 0.38321758839090053, 0.41915989954656296, 0.4528508689473483, 0.48364446225462554, 0.5137746238359318, 0.543529704831082, 0.5722420482298006, 0.5999032793278979, 0.6254062513150211, 0.6504880710971122, 0.6740342686973279, 0.6965754120247434, 0.7179476302795045, 0.7371459458340026, 0.7557851586540923, 0.774189575138702, 0.7916248246528766, 0.8087510634833486, 0.8232869693428074, 0.8367786636240122, 0.8499677350089225, 0.8621557817802746, 0.8740655047850783, 0.8855022342571113, 0.8962445496255672, 0.9057802256077954, 0.914647739673843, 0.9233036768285278, 0.9317576728399047, 0.9390349162562013, 0.9459869860089941, 0.9524768913521382, 0.9583642875706883, 0.9635413035588959, 0.968490869901515, 0.9727478532345429, 0.9765076477958916, 0.9800351586132636, 0.9832150176460537, 0.9861874026375701, 0.9884687571241018, 0.9906222763969138, 0.9924310568534571, 0.9939222587265333, 0.9952121481201268, 0.9961934318375752, 0.9970492507747222, 0.9976869133548557, 0.9982401586260478, 0.9987044228965756, 0.9990671216195388, 0.9993720807036011, 0.9995655007131772, 0.9996944077694445, 0.9997993953615002, 0.9998780919796005, 0.9999542593343864, 0.9999825041946756, 1.0000000000000002]",32.674218343758064,3.3029065611759636,1,ERM,encoder.2,15.367221737471514,49,58,64,10,"[2.261547852114405, 0.9856825939451731, 0.7504694162471078, 0.7149426893984244, 0.6059101063837774, 0.570436996413171, 0.552333465286261, 0.5177365973322353, 0.47321197644644813, 0.4630168740057781, 0.4572529274688982, 0.4412289476105358, 0.42507627181590396, 0.39190982549064685, 0.38543788617069225, 0.36183963959683396, 0.3463947477285202, 0.3284316169425502, 0.29502477211192196, 0.2864329164182411, 0.28282474906777216, 0.26793134533246404, 0.26318270963675705, 0.22337648849731553, 0.20732985763345063, 0.20267938448325692, 0.18729641728204138, 0.18301935424668264, 0.17575075774820753, 0.1650795422409097, 0.14653684723558075, 0.1362690549131016, 0.13301770560165807, 0.12991443127452956, 0.11183101321578409, 0.10683399742553606, 0.09973181446329615, 0.09047292314681041, 0.07955635262922141, 0.07606108349135396, 0.06541800681136117, 0.057777596711584195, 0.05420804091188527, 0.04886559885078654, 0.0456772992537654, 0.03505808025630702, 0.03309360818122149, 0.027795930350106038, 0.022915629838894305, 0.019822016328164514, 0.015079604473400123, 0.013151559374264451, 0.00979910226259999, 0.008501842757615641, 0.007134451989986046, 0.005573671699674583, 0.004686373865640384, 0.002972328175619362, 0.0019809433171847513, 0.0016133676068024244, 0.0012093483803362665, 0.001170480630151765, 0.0004340450310081635, 0.0002688619198984743]",2.261547852114405,2.1329516583045756,0.1471669954888355,0.3460972158109817,ERM_CANONICAL
500,1.0,[1.0],1.0,1.8550983272744872,2,ERM,head,1.8550983272744872,1,1,1,10,[1.8550983272744872],1.8550983272744872,1.0,1.0,1.0,ERM_CANONICAL
0,2.2503687493898648,"[0.0219492529861085, 0.043442687675388426, 0.06438192912246037, 0.0852354975341233, 0.10578268793938059, 0.1259099607361463, 0.1459511619092426, 0.1657863370952181, 0.18547019802175635, 0.20504746887572786, 0.22429584777635386, 0.24338192783911988, 0.26221876730890886, 0.2809337529623084, 0.29959318476013524, 0.3180014284454629, 0.3362805958085997, 0.3544300239629044, 0.37249291465042006, 0.39027224837836144, 0.40800562842880367, 0.4255627012398676, 0.4426856215299571, 0.45975616261327545, 0.4765890340191296, 0.4930769815803816, 0.5093774714687617, 0.5255349844748032, 0.5415872475323008, 0.5574363859320014, 0.5732111956274067, 0.5889524209749961, 0.6045558102415477, 0.6199437002165858, 0.6349906710290909, 0.649981904759701, 0.664639210742345, 0.6792203808228772, 0.6937104701939988, 0.7079218912718257, 0.7220329573045335, 0.7359482604300692, 0.7498050722867523, 0.7634659782475558, 0.7770664083631892, 0.7902693816958875, 0.8034482921485717, 0.8165280696788798, 0.8293125252521286, 0.841931084029628, 0.8544382547743522, 0.8668751790864526, 0.8791218624521961, 0.8911823805368928, 0.9030223395596975, 0.9146254840621663, 0.9261083687674747, 0.937172702696013, 0.9481254359330795, 0.9590358091483604, 0.9696793563621161, 0.9800989475980848, 0.9902463749587442, 1.0]",62.6162682866142,10.48315292043951,0,IRMv1,encoder.0,82.1072861934736,64,64,64,10,"[1.8021935966633655, 1.7647675933134404, 1.7192642901689796, 1.712229909731589, 1.6870740430762547, 1.6525957478181574, 1.6455286403803973, 1.6286124056925766, 1.6161884024878082, 1.6074365808941886, 1.5804321551541183, 1.567106238025079, 1.546641769326484, 1.5366366831504288, 1.532075306831772, 1.5114509325904018, 1.500852826063472, 1.4902002917133825, 1.4830949351612772, 1.4598128427293606, 1.4560397109792973, 1.4415636020176796, 1.4059165167264125, 1.4016158022054674, 1.382101389978404, 1.3537806291547023, 1.3383889883590465, 1.3266495445618234, 1.3180077569148838, 1.3013297425041914, 1.2952268143082304, 1.2924692946504783, 1.281151948096925, 1.2634578860941381, 1.2354659388471958, 1.230889518312456, 1.2034716171422704, 1.1972203048379697, 1.1897419149636923, 1.1668612176531, 1.158621337242547, 1.1425477761972953, 1.137745216845793, 1.1216599153858189, 1.116694407858644, 1.0840603100326585, 1.0820845722567087, 1.0739450370279695, 1.0496969525804853, 1.036075616893316, 1.0269298478077118, 1.0211621038602001, 1.0055419360319595, 0.9902564100217564, 0.9721469040044209, 0.9527027064084391, 0.9428285008254189, 0.9084624324106529, 0.8992992024965841, 0.895821136064676, 0.8739127771935857, 0.8555243596306925, 0.8331777224291487, 0.8008436826862213]",1.8021935966633655,33.83615123822116,0.0219492529861085,0.10578268793938057,IRMv1_CANONICAL
0,160.8136377830551,"[0.03623921572957536, 0.07052774829436043, 0.10445673568525525, 0.13739197782883533, 0.16853154826140682, 0.19876940280195898, 0.22870178437397015, 0.257368357123209, 0.285317742458213, 0.31245185376950335, 0.3388604977612285, 0.36474195252280334, 0.38986488271840936, 0.4143752116668797, 0.4377615711670208, 0.46077997096121553, 0.4831581493035693, 0.5052280338364674, 0.5271168494730125, 0.5485864638462155, 0.5694522483629211, 0.58954784230417, 0.6093478159241468, 0.6287596800986333, 0.6475554468824574, 0.6655673912986405, 0.6832189009547335, 0.7005685733503433, 0.7174022224161681, 0.7332019508142946, 0.7488804825788876, 0.7642937229962941, 0.7790197623832518, 0.7933584152808806, 0.8072749807978747, 0.8209116824130828, 0.8338946927246034, 0.8463482158390404, 0.8580072418774561, 0.8690902988701228, 0.8801210252909446, 0.8908206827678281, 0.9008790591823831, 0.9107186286683853, 0.9192595096835735, 0.9276327703491559, 0.9356078750480842, 0.9430176524271137, 0.9501354520562798, 0.9563595248335898, 0.9623017430049021, 0.9679023050555563, 0.9728988463861, 0.9777072109604961, 0.9819412796699235, 0.9859676449107297, 0.9898112437581879, 0.9930074014854757, 0.9956388200113879, 0.9969843760992183, 0.99816467995808, 0.9991565012438032, 0.9997746508553055, 0.9999999999999997]",51.429629100421856,8.058968070710511,1,IRMv1,encoder.2,54.68550844699822,63,64,64,10,"[1.981759937892284, 1.875085837206727, 1.855423926562875, 1.8010804624466799, 1.7028832419262838, 1.6535724498964692, 1.6368675052949913, 1.5676461062249905, 1.5284263478257714, 1.4838426733153587, 1.4441701240832563, 1.4153405129847023, 1.3738602114251608, 1.3403598007502802, 1.2788949599895045, 1.258772896381818, 1.2237620607692212, 1.2069028570480729, 1.197001012387074, 1.1740767781595818, 1.1410560354415527, 1.0989377722216174, 1.082771624645579, 1.0615476622858604, 1.0278560632246192, 0.9849923385180448, 0.9652817804005449, 0.9487756563427745, 0.9205566581829682, 0.8640161807760236, 0.8573884812491784, 0.8428808890416949, 0.8053009512863056, 0.7841165241518546, 0.7610344611327896, 0.7457299613676548, 0.7099825200581239, 0.6810272434694364, 0.6375797669075536, 0.6060826067910354, 0.6032208828623762, 0.5851162093321024, 0.5500474283812318, 0.5380818602415974, 0.4670624209008809, 0.45789601685662246, 0.4361226553789393, 0.40520744345129517, 0.3892404917448084, 0.3403665844383144, 0.3249532220012085, 0.3062695833289885, 0.2732384031372231, 0.26294786154938166, 0.23154220017456775, 0.22018383038681158, 0.21018915723954404, 0.17478351039354253, 0.14390046002635806, 0.07358241880696097, 0.06454551664380859, 0.05423825129832514, 0.03380382580131902, 0.01232333255569884]",1.981759937892284,16.537002071449507,0.03623921572957536,0.1685315482614068,IRMv1_CANONICAL
0,1.0,[1.0],1.0,1.3738048796587101,2,IRMv1,head,1.3738048796587101,1,1,1,10,[1.3738048796587101],1.3738048796587101,1.0,1.0,1.0,IRMv1_CANONICAL
100,4.825712735949274,"[0.03670993580804876, 0.06590006646672772, 0.09091433377817777, 0.11571901760715808, 0.13945830063692238, 0.1627199728079572, 0.18571219046080076, 0.20816828030817616, 0.23015782660006315, 0.2520489294108085, 0.2733235438461864, 0.2940531807127935, 0.3146224578881054, 0.3349004301497404, 0.3550166357538935, 0.3743354154669408, 0.3931841842456645, 0.4117480337735487, 0.4301306464822817, 0.44824267673639834, 0.46615386427692407, 0.48384436431777866, 0.5013575868353409, 0.518666256381713, 0.5358219675268955, 0.5524888248558647, 0.5690232330145917, 0.5853114096202983, 0.6012250358208301, 0.61676517032991, 0.6319696961186554, 0.6471004820527516, 0.6618777714971354, 0.6765124874629711, 0.6909853668082555, 0.7050023299482366, 0.7187976115774315, 0.7322196316780466, 0.7455499782126953, 0.7583870068390376, 0.7709717462688588, 0.783189554677791, 0.7953315758662562, 0.8073765314568737, 0.8192047353519171, 0.8305110394965293, 0.8415836107276393, 0.8523936006138696, 0.8631014844317614, 0.8736344547994777, 0.8840385912247848, 0.8942748239934922, 0.9041482125710529, 0.9139301328527721, 0.9234553898473513, 0.9327640846629419, 0.941964824226576, 0.9507391251751002, 0.959478468373451, 0.9681420416178291, 0.9765030288578461, 0.9846002456811498, 0.9923928468566771, 0.9999999999999998]",60.00625235326764,5.730599315877069,0,IRMv1,encoder.0,43.02258079478173,64,64,64,10,"[1.5793561792730288, 1.2558347546732507, 1.0761783364291275, 1.067161514121321, 1.0213252221582252, 1.0007771704000712, 0.9891845416206693, 0.9661189397935864, 0.9460470319833008, 0.9418117393621637, 0.9152888184238768, 0.891842476940091, 0.8849433891651154, 0.8724106999805368, 0.8654510808891172, 0.8311437610611692, 0.8109226776647982, 0.798664716175569, 0.7908674404806497, 0.7792262849652642, 0.770585513092756, 0.7610909673077574, 0.7534640307388135, 0.7446636340089705, 0.7380829688355485, 0.7170512160306772, 0.7113529109027313, 0.7007593940186855, 0.6846452689503374, 0.6685766924786668, 0.6541379391926435, 0.6509654603382033, 0.6357571290488787, 0.6296232500488473, 0.6226606209656237, 0.6030459291873168, 0.5935086184788053, 0.5774499442078966, 0.5735059108093633, 0.5522821012417367, 0.5414279689007581, 0.5256416494084539, 0.5223810875926975, 0.518205075066897, 0.5088798577316533, 0.48642638355195517, 0.4763705903964066, 0.4650736632711162, 0.46068079669638545, 0.4531555686541173, 0.44761279995770914, 0.44038915132590983, 0.42477865779637936, 0.4208434556483772, 0.4098011386403405, 0.40048407479771186, 0.39583956124819103, 0.3774930714756103, 0.3759890988443744, 0.3727292798777679, 0.3597112490577679, 0.34836316499345005, 0.33525781367563406, 0.32727936072687736]",1.5793561792730288,13.165577664142237,0.03670993580804876,0.13945830063692238,IRMv1_CANONICAL
100,934.3584441287767,"[0.040563435939469435, 0.0782107661599459, 0.11323239101860791, 0.14570895932616806, 0.17748252396009712, 0.20878599637450923, 0.23906703325543846, 0.26834745294694295, 0.2972831345223326, 0.32522755575687395, 0.35285038055005713, 0.3793283776780768, 0.40494547048879886, 0.43015547586818664, 0.454750401389571, 0.4784034124723863, 0.5016236878776658, 0.5243476247832061, 0.5467032306594293, 0.5685654184886361, 0.5900704910304864, 0.6105360135163708, 0.6304776288223972, 0.6497050002760573, 0.6684933668486461, 0.686597757265294, 0.7042553834674227, 0.7209097307702421, 0.7368195243302681, 0.7526666264279361, 0.7676742005472282, 0.7818148308122937, 0.7957361055680996, 0.8091977857867094, 0.8223953818095946, 0.8353848653157643, 0.8471800642650837, 0.8586858684020434, 0.8698583786639764, 0.8802943320119736, 0.8904017412559221, 0.9000563042349802, 0.9096002377429377, 0.9184200424039751, 0.9268277075455816, 0.9344106235494613, 0.9415837423611255, 0.9482853671673385, 0.9544793930629208, 0.9604424263091796, 0.9656391459598089, 0.9706317158294172, 0.9753280311445971, 0.9799312616565586, 0.9843589480879474, 0.9879268884417491, 0.9913290581861997, 0.9940542964852478, 0.9966733034699151, 0.9979340864686189, 0.9987516813660395, 0.9994416376585518, 0.9999565868578654, 0.9999999999999998]",50.092942134910935,6.197264568935998,1,IRMv1,encoder.2,41.25123925878719,63,64,64,10,"[1.6732920010975407, 1.5529990263794446, 1.444685426276155, 1.3396986895595087, 1.3106989168187464, 1.2913070301977585, 1.2491302973793708, 1.2078535982919547, 1.1936327237824786, 1.1527420062943976, 1.139475754547158, 1.0922501946214198, 1.0567368246496534, 1.0399439636204382, 1.014571157234677, 0.9757160193679602, 0.9578651363981153, 0.9373905581920291, 0.9221964467752318, 0.9018423408631527, 0.8871108927014392, 0.8442281646213072, 0.822616344195592, 0.7931529001525061, 0.7750434047676633, 0.7468285407116384, 0.7283989632062382, 0.6870124652875419, 0.6562987007025423, 0.6537126001893343, 0.619081030688903, 0.5833185223342651, 0.5742698357390592, 0.5553109915231546, 0.544417191180856, 0.5358322919610735, 0.4865665739633723, 0.4746286793184661, 0.46087989393625456, 0.4304960084517741, 0.41694315700859413, 0.3982626873881524, 0.39369908460671443, 0.36382787228821856, 0.34682660636417606, 0.31280468235532277, 0.29590004033166933, 0.27645032830371397, 0.25551124419379057, 0.245982511149526, 0.21437112566895192, 0.20594969420742487, 0.19372882670119407, 0.18988896321227478, 0.18264755234410443, 0.14718196119575647, 0.14034371812733615, 0.11241945711124662, 0.10803728374494566, 0.05200886113294157, 0.03372680273026294, 0.02846155210052808, 0.021242292627004587, 0.0017908459131631945]",1.6732920010975407,13.716919953207775,0.040563435939469435,0.17748252396009712,IRMv1_CANONICAL
